"","V1","V1.1","primaryTitle","tconst","averageRating","numVotes","titleType","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","NA.","sent_mean","sent_sd","sent_sum","covid","action","drama","horror","crime","thriller","comedy","documentary","war","adventure","biography","family","romance","fantasy","animation","mystery","musical","music","sci-fi","sport","history","western","j"
"905",905,905,"The Last Blockbuster","tt8704802",6.8,3161,"movie","The Last Blockbuster",0,2020,"\N",86,"Documentary","Not Rated",0,"Glenn Kenny","‘The Last Blockbuster’ Review: All the Nostalgia, With No Late Fees","Through celebrity interviews, this documentary looks back at the history of the home video retail industry.",2020-12-15,2020-12-15,"2020-12-15 16:20:02","article","https://www.nytimes.com/2020/12/15/movies/the-last-blockbuster-review.html","Read the New York Times Review of The Last Blockbuster","mediumThreeByTwo210","https://static01.nyt.com/images/2020/12/18/arts/blockbuster1/blockbuster1-mediumThreeByTwo210.jpg",140,210,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"906",906,906,"The Last Full Measure","tt0783640",6.8,8592,"movie","The Last Full Measure",0,2019,"\N",116,"Drama,War","R",0,"Glenn Kenny","‘The Last Full Measure’ Review: Remembering a Fallen War Hero","This fact-based story directed by Todd Robinson follows the quest to get a Medal of Honor for a pararescue medic who died in Vietnam.",2020-01-23,2020-01-24,"2020-02-07 17:44:02","article","https://www.nytimes.com/2020/01/23/movies/the-last-full-measure-review.html","Read the New York Times Review of The Last Full Measure","mediumThreeByTwo210","https://static01.nyt.com/images/2020/01/23/arts/23lastfull1/23lastfull1-mediumThreeByTwo210.jpg",140,210,NA,0.046,0.243207730140306,1.15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"907",907,907,"The Last Shift","tt10661180",5.6,1176,"movie","The Last Shift",0,2020,"\N",90,"Comedy,Drama","R",0,"Glenn Kenny","‘The Last Shift’ Review: Passing the Fast-Food Torch","Richard Jenkins gets a starring role as a man training his replacement at a job he’s worked at for nearly 40 years.",2020-09-24,2020-09-25,"2020-10-09 16:44:01","article","https://www.nytimes.com/2020/09/24/movies/the-last-shift-review.html","Read the New York Times Review of The Last Shift","mediumThreeByTwo210","https://static01.nyt.com/images/2020/09/25/arts/24lastshift/24lastshift-mediumThreeByTwo210.jpg",140,210,NA,0.0108695652173913,0.0521286035142687,0.25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"908",908,908,"The Last Thing He Wanted","tt7456312",4.3,13097,"movie","The Last Thing He Wanted",0,2020,"\N",115,"Crime,Drama,Thriller","R",0,"Glenn Kenny","‘The Last Thing He Wanted’ Review: Gun Running and Anxiety","Adapted from a Joan Didion novel, the movie plunges Anne Hathaway into the 1980s turmoil around the U.S. backing of Nicaraguan rebels.",2020-02-13,2020-02-21,"2020-02-28 17:44:01","article","https://www.nytimes.com/2020/02/13/movies/the-last-thing-he-wanted-review.html","Read the New York Times Review of The Last Thing He Wanted","mediumThreeByTwo210","https://static01.nyt.com/images/2020/02/14/arts/13thelastthing/13thelastthing-mediumThreeByTwo210-v3.jpg",140,210,NA,-0.0173913043478261,0.107247267026181,-0.4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"909",909,909,"The Last Vermeer","tt8337320",6.7,1119,"movie","The Last Vermeer",0,2019,"\N",118,"Drama","R",0,"Glenn Kenny","‘The Last Vermeer’ Review: A Lost Masterpiece Is Only the Beginning","The Danish actor Claes Bang plays an army officer in the aftermath of World War II, investigating paintings that have fallen into Nazi hands.",2020-11-19,2020-11-20,"2020-11-19 12:04:06","article","https://www.nytimes.com/2020/11/19/movies/the-last-vermeer-review.html","Read the New York Times Review of The Last Vermeer","mediumThreeByTwo210","https://static01.nyt.com/images/2020/11/20/arts/19last-vermeerpix/merlin_180026682_803b4dab-62d1-4d66-b902-95fef45e04d3-mediumThreeByTwo210.jpg",140,210,NA,-0.0625,0.168915981173044,-1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"910",910,910,"The Laundromat","tt5865326",6.3,45230,"movie","The Laundromat",0,2019,"\N",95,"Comedy,Crime,Drama","R",0,"A.O. SCOTT","‘The Laundromat’ Review: Meryl Streep in a Cycle of Spin","In a film about the Panama Papers scandal, Steven Soderbergh convenes a seminar in international finance, with Antonio Banderas, Gary Oldman and Sharon Stone.",2019-09-25,2019-09-27,"2019-10-18 16:44:01","article","https://www.nytimes.com/2019/09/25/movies/the-laundromat-review.html","Read the New York Times Review of The Laundromat","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/25/arts/25laundromat/25laundromat-mediumThreeByTwo210.jpg",140,210,NA,-0.0416666666666667,0.204124145231932,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"911",911,911,"The Legend of Cocaine Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV-MA",0,"ELISABETH VINCENTELLI","‘The Legend of Cocaine Island’ Review: Florida Man’s Silly Odyssey","A harebrained scheme ends in comic confusion in Theo Love’s goofy documentary.",2019-03-29,2019-03-29,"2019-03-29 12:04:03","article","https://www.nytimes.com/2019/03/29/movies/the-legend-of-cocaine-island-review.html","Read the New York Times Review of The Legend of Cocaine Island","mediumThreeByTwo210","https://static01.nyt.com/images/2019/03/28/arts/legend1/legend1-mediumThreeByTwo210.jpg",140,210,NA,-0.00769230769230769,0.271451464236053,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"912",912,912,"The Lie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",0,"Glenn Kenny","‘The Lie’ Review: A Child’s Crime, a Parental Conspiracy","A thriller that’s a relentlessly punishing exercise in cinematic misery-mongering.",2020-10-06,2020-10-06,"2020-10-06 11:04:03","article","https://www.nytimes.com/2020/10/06/movies/the-lie-review-a-childs-crime-a-parental-conspiracy.html","Read the New York Times Review of The Lie","mediumThreeByTwo210","https://static01.nyt.com/images/2020/10/06/arts/06theliepix/merlin_177965061_2335a1b5-2f32-4b65-8cd7-7301168c4c4e-mediumThreeByTwo210.jpg",140,210,NA,-0.145833333333333,0.290343318201474,-1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"913",913,913,"The Life Ahead","tt10627584",6.8,10636,"movie","La vita davanti a sé",0,2020,"\N",94,"Drama","PG-13",0,"Glenn Kenny","‘The Life Ahead’ Review: Sophia Loren, Directed by Her Son, Shines","The beloved actress’s new movie, from Edoardo Ponti, is a tidy, not unintelligent tear-jerker about love and tolerance.",2020-11-12,2020-11-13,"2020-11-12 12:04:06","article","https://www.nytimes.com/2020/11/12/movies/the-life-ahead-review.html","Read the New York Times Review of The Life Ahead","mediumThreeByTwo210","https://static01.nyt.com/images/2020/11/13/arts/12lifeahead-art/merlin_179818455_1efe7760-9f1c-486e-917a-fbc55564a1bd-mediumThreeByTwo210.jpg",140,210,NA,0.0925,0.392118067611489,1.85,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"914",914,914,"The Lighthouse","tt7984734",7.5,150766,"movie","The Lighthouse",0,2019,"\N",109,"Drama,Fantasy,Horror","R",0,"MANOHLA DARGIS","‘The Lighthouse’ Review: Dark Nights, Troubled Souls, Hairy Men","Robert Pattinson and Willem Dafoe play antagonistic lighthouse keepers in a twisted tale of men and loneliness.",2019-10-16,2019-10-18,"2019-11-16 17:44:01","article","https://www.nytimes.com/2019/10/16/movies/the-lighthouse-review.html","Read the New York Times Review of The Lighthouse","mediumThreeByTwo210","https://static01.nyt.com/images/2019/10/18/arts/18lighthouse-1/00lighthouse-1-mediumThreeByTwo210.jpg",140,210,NA,-0.0676470588235294,0.303078566789304,-1.15,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"915",915,915,"The Lion King","tt6105098",6.9,216741,"movie","The Lion King",0,2019,"\N",118,"Adventure,Animation,Drama","PG",0,"A.O. SCOTT","‘The Lion King’ Review: The Art of Herding Digital Cats","Beyoncé, Donald Glover and Seth Rogen are some of the famous voices in a super-realistic version of the Disney and Broadway favorite.",2019-07-11,2019-07-19,"2019-08-11 16:44:01","article","https://www.nytimes.com/2019/07/11/movies/the-lion-king-review.html","Read the New York Times Review of The Lion King","mediumThreeByTwo210","https://static01.nyt.com/images/2019/07/11/arts/11lionking1/11lionking1-mediumThreeByTwo210.jpg",140,210,NA,0.11304347826087,0.255937399707761,2.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"916",916,916,"The Little Things","tt10016180",6.3,52390,"movie","The Little Things",0,2021,"\N",128,"Crime,Drama,Thriller","R",0,"A.O. Scott","‘The Little Things’ Review: Good Old-Fashioned Police Work","Denzel Washington and Rami Malek play detectives on the trail of a serial killer in John Lee Hancock’s vintage thriller.",2021-01-28,2021-01-29,"2021-01-28 12:01:03","article","https://www.nytimes.com/2021/01/28/movies/the-little-things-review.html","Read the New York Times Review of The Little Things","mediumThreeByTwo210","https://static01.nyt.com/images/2021/01/29/arts/00littlethings/merlin_182708802_18e2c653-a7cb-4071-b4c5-5e11c27d7fad-mediumThreeByTwo440.jpg",140,210,NA,-0.0428571428571429,0.220389266007736,-0.9,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"917",917,917,"The Load",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"GLENN KENNY","‘The Load’ Review: Meeting History on the Road From Kosovo to Serbia","Set in a Yugoslavia wracked by violence, the film puts across powerful questions of individual responsibility in the face of atrocity.",2019-08-29,2019-08-30,"2019-09-27 16:44:01","article","https://www.nytimes.com/2019/08/29/movies/the-load-review.html","Read the New York Times Review of The Load","mediumThreeByTwo210","https://static01.nyt.com/images/2019/08/30/arts/30load/merlin_159572397_275880fb-67bf-45d6-afac-d3e768c06ee7-mediumThreeByTwo210.jpg",140,210,NA,-0.0119047619047619,0.230165571874228,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"918",918,918,"The Lodge","tt7347846",6.1,34415,"movie","The Lodge",0,2019,"\N",108,"Drama,Horror,Thriller","R",0,"Jeannette Catsoulis","‘The Lodge’ Review: Mommy Not-So-Dearest","In a remote vacation home, two traumatized children and their soon-to-be stepmother are trapped in an unnerving meet-and-greet.",2020-02-06,2020-02-07,"2020-03-06 17:44:02","article","https://www.nytimes.com/2020/02/06/movies/the-lodge-review.html","Read the New York Times Review of The Lodge","mediumThreeByTwo210","https://static01.nyt.com/images/2020/02/05/arts/thelodge1/thelodge1-mediumThreeByTwo210.jpg",140,210,NA,-0.0409090909090909,0.407850452178236,-0.9,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"919",919,919,"The Lovebirds","tt8851668",6.1,21860,"movie","The Lovebirds",0,2020,"\N",86,"Action,Comedy,Crime","R",0,"A.O. Scott","‘The Lovebirds’ Review: It’s a Turkey","In spite of the talents of Issa Rae and Kumail Nanjiani, this rom-com caper never takes flight.",2020-05-20,2020-05-22,"2020-05-20 19:16:03","article","https://www.nytimes.com/2020/05/20/movies/the-lovebirds-review.html","Read the New York Times Review of The Lovebirds","mediumThreeByTwo210","https://static01.nyt.com/images/2020/05/22/arts/20LOVEBIRDS-REVIEW/merlin_172536900_a33222cf-c923-41ed-8f6a-7bdccb3ae433-mediumThreeByTwo210.jpg",140,210,NA,0,0.171498585142509,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"920",920,920,"The Main Event","tt10540242",4.8,1905,"movie","The Main Event",0,2020,"\N",101,"Action,Comedy,Family","",0,"Natalia Winkelman","‘The Main Event’ Review: A Kid Pro Wrestler, in a Magic Mask","In Jay Karas’s silly Netflix comedy, an 11-year-old pipsqueak finds a mask that lets him wrestle in the big leagues.",2020-04-10,2020-04-10,"2020-04-10 07:06:05","article","https://www.nytimes.com/2020/04/10/movies/the-main-event-review.html","Read the New York Times Review of The Main Event","mediumThreeByTwo210","https://static01.nyt.com/images/2020/04/10/arts/mainevent1/mainevent1-mediumThreeByTwo210.jpg",140,210,NA,0.00434782608695652,0.155879501450101,0.1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"921",921,921,"The Map of Tiny Perfect Things","tt11080108",6.8,11255,"movie","The Map of Tiny Perfect Things",0,2021,"\N",98,"Comedy,Fantasy,Romance","PG-13",0,"Ben Kenigsberg","‘The Map of Tiny Perfect Things’ Review: Another Do-Over","This film from Ian Samuels aspires to be “Groundhog Day” for teenagers.",2021-02-11,2021-02-12,"2021-02-11 12:02:03","article","https://www.nytimes.com/2021/02/11/movies/map-of-tiny-perfect-things-review.html","Read the New York Times Review of The Map of Tiny Perfect Things","mediumThreeByTwo210","https://static01.nyt.com/images/2021/02/11/arts/11mapoftiny/merlin_183310341_015941a1-6e94-4596-ba21-2468802b9436-mediumThreeByTwo440.jpg",140,210,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"922",922,922,"The Marksman","tt6902332",5.7,3474,"movie","The Marksman",0,2021,"\N",108,"Action,Thriller","PG-13",0,"Jeannette Catsoulis","‘The Marksman’ Review: In Need of a Mission","Liam Neeson plays the reluctant protector of an undocumented Mexican boy in this dusty drama.",2021-01-14,2021-01-21,"2021-01-14 12:04:08","article","https://www.nytimes.com/2021/01/14/movies/the-marksman-review.html","Read the New York Times Review of The Marksman","mediumThreeByTwo210","https://static01.nyt.com/images/2021/01/13/arts/marksman1/marksman1-mediumThreeByTwo210.jpg",140,210,NA,-0.06,0.346513244438692,-0.9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"923",923,923,"The Mauritanian","tt4761112",7.4,17332,"movie","The Mauritanian",0,2021,"\N",129,"Drama,Thriller","R",0,"Jeannette Catsoulis","‘The Mauritanian’ Review: A Tale of Truth-Seeking","Tahar Rahim and Jodie Foster star in this dogged, uninvolving drama based on the story of Mohamedou Ould Slahi.",2021-02-11,2021-02-12,"2021-02-11 12:04:02","article","https://www.nytimes.com/2021/02/11/movies/the-mauritanian-review.html","Read the New York Times Review of The Mauritanian","mediumThreeByTwo210","https://static01.nyt.com/images/2021/02/12/arts/mauritanian1/mauritanian1-mediumThreeByTwo440.jpg",140,210,NA,0.0131578947368421,0.154418357845711,0.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"924",924,924,"The Miracle of the Little Prince",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"BEN KENIGSBERG","‘The Miracle of the Little Prince’ Review: A Children’s Book Turned Rosetta Stone","A classic story lends itself to a new tale of endangered languages.",2019-08-27,2019-08-28,"2019-09-06 16:44:01","article","https://www.nytimes.com/2019/08/27/movies/the-miracle-of-the-little-prince-review.html","Read the New York Times Review of The Miracle of the Little Prince","mediumThreeByTwo210","https://static01.nyt.com/images/2019/08/28/arts/27littleprince/27littleprince-mediumThreeByTwo210.jpg",140,210,NA,0.025,0.413686310670735,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"925",925,925,"The Most Dangerous Year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"BEN KENIGSBERG","‘The Most Dangerous Year’ Review: A Personal Look at Transgender Rights","The director, Vlada Knowlton, who also narrates, is the parent of a transgender daughter.",2019-04-11,2019-04-12,"2019-04-19 16:44:02","article","https://www.nytimes.com/2019/04/11/movies/the-most-dangerous-year-review.html","Read the New York Times Review of The Most Dangerous Year","mediumThreeByTwo210","https://static01.nyt.com/images/2019/04/11/arts/11mostdangerouspix/11mostdangerouspix-mediumThreeByTwo210.jpg",140,210,NA,0.0607142857142857,0.168908909712365,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"926",926,926,"The Mountain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"JEANNETTE CATSOULIS","‘The Mountain’ Review: Dutiful Minds","Jeff Goldblum plays a genial freelance lobotomist in Rick Alverson’s joyless, yet weirdly beautiful vision of 1950s America.",2019-07-25,2019-07-26,"2019-08-17 16:44:02","article","https://www.nytimes.com/2019/07/25/movies/the-mountain-review.html","Read the New York Times Review of The Mountain","mediumThreeByTwo210","https://static01.nyt.com/images/2019/07/26/arts/themountain1/themountain1-mediumThreeByTwo210.jpg",140,210,NA,0.0315789473684211,0.361789735710533,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"927",927,927,"The Nest","tt8338762",6.4,6574,"movie","The Nest",0,2020,"\N",107,"Drama,Romance","R",0,"Ben Kenigsberg","‘The Nest’ Review: New Home, Old Wounds","In Sean Durkin’s film, a move to Britain widens a family’s rifts.",2020-09-17,2020-09-18,"2020-10-09 16:44:01","article","https://www.nytimes.com/2020/09/17/movies/the-nest-review.html","Read the New York Times Review of The Nest","mediumThreeByTwo210","https://static01.nyt.com/images/2020/09/15/arts/nest1/nest1-mediumThreeByTwo210.jpg",140,210,NA,-0.0571428571428571,0.21380899352994,-0.8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"928",928,928,"The Nest","tt4925340",5.7,1059,"movie","The Nest (Il nido)",0,2019,"\N",107,"Horror,Mystery","R",0,"Ben Kenigsberg","‘The Nest’ Review: New Home, Old Wounds","In Sean Durkin’s film, a move to Britain widens a family’s rifts.",2020-09-17,2020-09-18,"2020-10-09 16:44:01","article","https://www.nytimes.com/2020/09/17/movies/the-nest-review.html","Read the New York Times Review of The Nest","mediumThreeByTwo210","https://static01.nyt.com/images/2020/09/15/arts/nest1/nest1-mediumThreeByTwo210.jpg",140,210,NA,-0.0571428571428571,0.21380899352994,-0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"929",929,929,"The New Mutants","tt4682266",5.3,49671,"movie","The New Mutants",0,2020,"\N",94,"Action,Horror,Mystery","PG-13",0,"Amy Nicholson","‘The New Mutants’ Review: Maybe All the Cool Super Powers Were Taken","This much-delayed “X-Men”-related film from Josh Boone features five teens with not-so-great powers.",2020-08-28,2020-08-28,"2020-09-28 16:44:01","article","https://www.nytimes.com/2020/08/28/movies/the-new-mutants-review.html","Read the New York Times Review of The New Mutants","mediumThreeByTwo210","https://static01.nyt.com/images/2020/08/28/arts/28newmutants1/merlin_176030901_879c378d-97a8-4e5f-9bf4-3d21b0d1386a-mediumThreeByTwo210.jpg",140,210,NA,-0.0138888888888889,0.218151024020163,-0.25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"930",930,930,"The Night","tt8102806",5.6,1246,"movie","The Night",0,2020,"\N",105,"Horror,Mystery,Thriller","",0,"Teo Bugbee","‘The Night’ Review: Late Checkout","This Iranian-American thriller traps a married couple in a haunted hotel.",2021-01-28,2021-01-29,"2021-01-28 12:09:02","article","https://www.nytimes.com/2021/01/28/movies/the-night-review.html","Read the New York Times Review of The Night","mediumThreeByTwo210","https://static01.nyt.com/images/2021/01/25/arts/thenight1/thenight1-mediumThreeByTwo440.jpg",140,210,NA,-0.0958333333333333,0.254467655859812,-1.15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"931",931,931,"The Nightingale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",1,"A.O. SCOTT","‘The Nightingale’ Review: A Song of Violence and Vengeance","Jennifer Kent follows “The Babadook” with a harrowing, politically charged tale of sexual and racial brutality in 19th-century Tasmania.",2019-08-01,2019-08-02,"2019-09-01 16:44:01","article","https://www.nytimes.com/2019/08/01/movies/nightingale-review.html","Read the New York Times Review of The Nightingale","mediumThreeByTwo210","https://static01.nyt.com/images/2019/08/02/arts/02NIGHTINGALE-1/02NIGHTINGALE-1-mediumThreeByTwo210.jpg",140,210,NA,-0.0625,0.196599378914262,-1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"932",932,932,"The Old Guard","tt7556122",6.6,132762,"movie","The Old Guard",0,2020,"\N",125,"Action,Adventure,Fantasy","R",1,"A.O. Scott","‘The Old Guard’ Review: Fighting to the Death, and Beyond","Charlize Theron leads a group of immortal warriors in Gina Prince-Bythewood’s fresh take on the superhero genre.",2020-07-09,2020-07-10,"2020-07-09 13:48:02","article","https://www.nytimes.com/2020/07/09/movies/the-old-guard-review.html","Read the New York Times Review of The Old Guard","mediumThreeByTwo210","https://static01.nyt.com/images/2020/07/09/arts/09oldguard/merlin_174158364_730c4367-994f-46e7-b7f0-26cd75a4e166-mediumThreeByTwo210.jpg",140,210,NA,0.0842105263157895,0.189335557189806,1.6,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
